data;hora de saída;hora de chegada;prazo;morada de partida;morada de chegada;distância;quilometragem no conta-quilómetros (km);consumo médio (l/100);preço do combustível (EUR/l);custo (EUR);categoria;
"11/11/22";07:30;07:43;"00:13";;;"8";19362;"5,6";"1,79";"0,77";""
"11/11/22";17:14;17:27;"00:13";;;"7";19369;"7,9";"1,79";"0,99";""
"12/11/22";07:30;07:42;"00:12";;;"8";19377;"5,6";"1,79";"0,77";""
"12/11/22";17:12;17:24;"00:12";;;"7";19384;"8";"1,79";"1,03";""
"12/11/22";17:53;18:06;"00:13";;;"6";19389;"6";"1,79";"0,59";""
"14/11/22";07:37;07:51;"00:14";;;"8";19397;"6,1";"1,79";"0,84";""
"14/11/22";17:13;17:26;"00:13";;;"7";19404;"7,9";"1,79";"0,99";""
"15/11/22";07:35;07:52;"00:17";;;"8";19412;"6,1";"1,79";"0,84";""
"15/11/22";17:14;17:27;"00:13";;;"7";19419;"8,2";"1,79";"1,03";""
"16/11/22";07:29;07:44;"00:14";;;"8";19426;"5,9";"1,79";"0,81";""
"16/11/22";17:26;17:32;"00:06";;;"3";19429;"8,1";"1,79";"0,4";""
"16/11/22";17:58;18:14;"00:16";;;"4";19433;"11,2";"1,79";"0,84";""
"17/11/22";07:32;07:45;"00:12";;;"8";19441;"5,9";"1,79";"0,81";""
"17/11/22";17:14;17:27;"00:13";;;"7";19448;"8,6";"1,79";"1,06";""
"18/11/22";07:32;07:47;"00:15";;;"8";19456;"6,4";"1,79";"0,88";""
"18/11/22";17:15;17:29;"00:14";;;"7";19463;"8,6";"1,79";"1,06";""
"18/11/22";19:14;19:29;"00:15";;;"7";19470;"6,3";"1,79";"0,81";""
"18/11/22";21:52;22:05;"00:13";;;"7";19476;"7,9";"1,79";"0,92";""
"19/11/22";16:31;16:55;"00:24";;;"16";19492;"4,8";"1,79";"1,39";""
"20/11/22";00:59;01:24;"00:25";;;"16";19509;"5,8";"1,79";"1,69";""
"20/11/22";09:55;10:09;"00:14";;;"7";19516;"6,1";"1,79";"0,77";""
"20/11/22";10:34;11:07;"00:32";;;"23";19538;"5,5";"1,79";"2,2";""
"20/11/22";11:10;11:49;"00:39";;;"36";19575;"5,2";"1,79";"3,33";""
"20/11/22";15:01;15:08;"00:07";;;"3";19578;"9";"1,79";"0,51";""
"20/11/22";16:41;17:38;"00:57";;;"42";19620;"5,2";"1,79";"3,88";""
"20/11/22";18:18;18:43;"00:25";;;"16";19636;"6";"1,79";"1,72";""
"21/11/22";14:57;15:15;"00:18";;;"6";19642;"8";"1,79";"0,84";""
"21/11/22";15:20;15:29;"00:09";;;"6";19648;"5,1";"1,79";"0,51";""
"21/11/22";15:54;16:03;"00:09";;;"5";19653;"4,7";"1,79";"0,44";""
"21/11/22";16:59;17:12;"00:13";;;"7";19660;"7,2";"1,79";"0,88";""
"22/11/22";07:30;07:46;"00:16";;;"8";19667;"6,1";"1,65";"0,78";""
"22/11/22";17:16;17:32;"00:16";;;"7";19674;"8,5";"1,65";"0,98";""
"23/11/22";07:31;07:44;"00:13";;;"8";19682;"5,7";"1,65";"0,71";""
"23/11/22";17:41;17:55;"00:14";;;"7";19689;"7,2";"1,65";"0,81";""
"24/11/22";07:36;07:51;"00:15";;;"8";19697;"6,1";"1,65";"0,78";""
"24/11/22";17:14;17:29;"00:15";;;"7";19704;"8,5";"1,65";"0,98";""
"25/11/22";07:28;07:43;"00:15";;;"8";19711;"6,1";"1,65";"0,78";""
"25/11/22";17:16;17:31;"00:15";;;"7";19718;"8,2";"1,65";"0,95";""
"25/11/22";18:08;18:29;"00:21";;;"3";19722;"13,4";"1,65";"0,71";""
"25/11/22";18:30;19:28;"00:57";;;"57";19778;"6,3";"1,65";"5,88";""
"25/11/22";23:03;00:12;"01:09";;;"59";19837;"7,1";"1,65";"6,86";""
"26/11/22";07:30;07:43;"00:13";;;"8";19845;"5,7";"1,65";"0,74";""
"26/11/22";17:13;17:24;"00:11";;;"7";19852;"7,4";"1,65";"0,84";""
"26/11/22";17:40;17:46;"00:06";;;"1";19853;"9,3";"1,65";"0,17";""
"28/11/22";07:23;07:37;"00:14";;;"8";19861;"5,9";"1,65";"0,74";""
"28/11/22";17:16;17:32;"00:15";;;"7";19868;"7,9";"1,65";"0,91";""
"29/11/22";07:32;07:45;"00:13";;;"8";19875;"5,9";"1,65";"0,74";""
"29/11/22";17:36;17:53;"00:17";;;"7";19882;"8,5";"1,65";"1,01";""
"30/11/22";07:28;07:42;"00:14";;;"8";19890;"5,7";"1,65";"0,71";""
"30/11/22";17:17;17:32;"00:15";;;"7";19897;"7,8";"1,65";"0,91";""
"02/12/22";12:04;12:18;"00:14";;;"4";19901;"9,5";"1,65";"0,68";""
"02/12/22";13:03;13:16;"00:13";;;"6";19907;"6";"1,65";"0,54";""
"03/12/22";17:33;17:53;"00:20";;;"13";19923;"4";"1,65";"0,84";""
"03/12/22";23:35;23:39;"00:04";;;"2";19926;"8,4";"1,65";"0,3";""
"03/12/22";23:43;23:45;"00:02";;;"1";19927;"7,4";"1,65";"0,13";""
"03/12/22";23:45;00:04;"00:19";;;"13";19940;"6,3";"1,65";"1,35";""
"05/12/22";08:29;09:08;"00:39";;;"17";19956;"5,9";"1,65";"1,62";""
"05/12/22";09:16;09:48;"00:32";;;"52";20008;"6,7";"1,65";"5,74";""
"05/12/22";09:48;10:30;"00:41";;;"56";20064;"6,7";"1,65";"6,11";""
"05/12/22";10:46;10:56;"00:10";;;"2";20066;"7,7";"1,65";"0,3";""
"05/12/22";15:59;16:02;"00:03";;;"0";20066;"15,4";"1,65";"0,1";""
"05/12/22";16:06;16:12;"00:06";;;"2";20069;"7,2";"1,65";"0,24";""
"05/12/22";16:20;16:30;"00:10";;;"6";20075;"6,5";"1,65";"0,68";""
"05/12/22";17:50;18:08;"00:17";;;"5";20080;"6,6";"1,62";"0,56";""
"05/12/22";18:34;18:50;"00:16";;;"5";20086;"9,1";"1,62";"0,76";""
"07/12/22";14:21;14:35;"00:14";;;"3";20089;"12,2";"1,62";"0,63";""
"07/12/22";14:40;14:50;"00:10";;;"5";20094;"6";"1,62";"0,46";""
"07/12/22";17:01;17:14;"00:13";;;"4";20097;"9,9";"1,62";"0,56";""
"07/12/22";17:23;17:37;"00:14";;;"4";20101;"7,4";"1,62";"0,46";""
"08/12/22";14:33;14:42;"00:09";;;"3";20104;"7,3";"1,62";"0,33";""
"08/12/22";15:14;15:22;"00:08";;;"2";20106;"8,5";"1,62";"0,33";""
"11/12/22";17:33;18:00;"00:27";;;"16";20123;"4,4";"1,62";"1,16";""
"11/12/22";18:05;18:07;"00:01";;;"0";20123;"6,9";"1,62";"0,03";""
"11/12/22";18:22;18:49;"00:27";;;"16";20139;"5,3";"1,62";"1,39";""
"12/12/22";15:45;16:00;"00:15";;;"5";20144;"8";"1,62";"0,66";""
"12/12/22";16:01;16:12;"00:10";;;"3";20147;"7,5";"1,62";"0,36";""
"12/12/22";16:20;16:28;"00:07";;;"2";20149;"10,2";"1,62";"0,36";""
"13/12/22";20:10;20:25;"00:15";;;"7";20157;"6,6";"1,62";"0,8";""
"14/12/22";01:35;01:50;"00:15";;;"7";20164;"8,2";"1,62";"0,93";""
"15/12/22";15:42;15:55;"00:13";;;"6";20169;"6,8";"1,62";"0,63";""
"15/12/22";16:39;16:50;"00:11";;;"4";20174;"8,3";"1,62";"0,56";""
"16/12/22";18:07;18:21;"00:14";;;"3";20177;"10,6";"1,62";"0,56";""
"16/12/22";18:37;20:16;"01:39";;;"56";20233;"6,9";"1,62";"6,27";""
"16/12/22";23:23;00:06;"00:42";;;"59";20291;"6";"1,62";"5,67";""
"17/12/22";16:11;16:38;"00:27";;;"16";20308;"5,4";"1,62";"1,43";""
"17/12/22";23:11;23:35;"00:24";;;"16";20324;"5,7";"1,62";"1,49";""
"18/12/22";11:38;12:05;"00:27";;;"16";20340;"5,2";"1,62";"1,36";""
"18/12/22";21:24;21:48;"00:24";;;"16";20357;"5,9";"1,62";"1,56";""
"20/12/22";07:30;07:43;"00:13";;;"8";20364;"5,6";"1,62";"0,7";""
"20/12/22";17:12;17:28;"00:16";;;"7";20371;"7,9";"1,62";"0,9";""
"21/12/22";07:17;07:30;"00:13";;;"8";20379;"5,3";"1,62";"0,66";""
"21/12/22";17:16;17:33;"00:17";;;"7";20386;"8,5";"1,62";"0,96";""
"22/12/22";07:27;07:41;"00:14";;;"8";20394;"5,3";"1,62";"0,66";""
"22/12/22";19:31;19:48;"00:17";;;"7";20401;"8,2";"1,62";"0,93";""
"23/12/22";07:24;07:37;"00:13";;;"8";20408;"5,3";"1,62";"0,66";""
