data;hora de saída;hora de chegada;prazo;morada de partida;morada de chegada;distância;quilometragem no conta-quilómetros (km);consumo médio (l/100);preço do combustível (EUR/l);custo (EUR);categoria;
"01/02/23";07:29;07:43;"00:14";;;"8";21517;"6,4";"1,68";"0,83";""
"01/02/23";17:35;17:55;"00:20";;;"6";21522;"10,1";"1,68";"0,93";""
"01/02/23";18:05;18:19;"00:14";;;"3";21525;"9";"1,68";"0,38";""
"02/02/23";07:25;07:38;"00:13";;;"8";21532;"6,1";"1,68";"0,79";""
"02/02/23";17:17;17:31;"00:14";;;"7";21539;"8,5";"1,68";"1";""
"03/02/23";07:25;07:38;"00:13";;;"8";21547;"6,1";"1,68";"0,79";""
"03/02/23";17:18;17:35;"00:17";;;"7";21554;"8,4";"1,68";"1";""
"04/02/23";09:46;09:57;"00:11";;;"4";21558;"8,7";"1,68";"0,58";""
"04/02/23";10:48;11:05;"00:17";;;"6";21564;"6,7";"1,68";"0,62";""
"04/02/23";11:10;11:20;"00:10";;;"7";21571;"3,9";"1,68";"0,45";""
"04/02/23";11:30;11:36;"00:06";;;"1";21571;"14,6";"1,68";"0,17";""
"04/02/23";14:38;15:06;"00:28";;;"16";21588;"4,8";"1,7";"1,32";""
"04/02/23";21:49;22:13;"00:24";;;"16";21604;"5,9";"1,7";"1,6";""
"05/02/23";16:42;17:16;"00:34";;;"20";21624;"6,2";"1,7";"2,12";""
"05/02/23";21:00;21:28;"00:28";;;"20";21644;"6,1";"1,7";"2,02";""
"06/02/23";07:23;07:37;"00:14";;;"8";21651;"6,4";"1,7";"0,84";""
"06/02/23";17:17;17:31;"00:14";;;"7";21658;"7,9";"1,7";"0,94";""
"07/02/23";07:37;07:52;"00:15";;;"8";21666;"6,1";"1,7";"0,8";""
"07/02/23";17:17;17:32;"00:15";;;"7";21673;"8,5";"1,7";"1,04";""
"08/02/23";07:23;07:37;"00:14";;;"8";21681;"6,4";"1,7";"0,84";""
"08/02/23";17:15;17:31;"00:16";;;"7";21688;"8,2";"1,7";"0,97";""
"10/02/23";17:33;18:09;"00:36";;;"16";21704;"5,9";"1,7";"1,64";""
"10/02/23";22:54;23:18;"00:24";;;"16";21720;"5,7";"1,7";"1,57";""
"11/02/23";16:32;17:02;"00:30";;;"16";21737;"4,9";"1,7";"1,36";""
"11/02/23";22:15;22:40;"00:25";;;"16";21753;"5,8";"1,7";"1,6";""
"13/02/23";07:12;07:25;"00:13";;;"8";21761;"5,6";"1,7";"0,73";""
"13/02/23";17:17;17:30;"00:13";;;"7";21768;"7,9";"1,7";"0,94";""
"14/02/23";07:24;07:37;"00:13";;;"8";21775;"5,6";"1,7";"0,73";""
"14/02/23";17:17;17:32;"00:15";;;"7";21782;"8,6";"1,7";"1,01";""
"15/02/23";07:21;07:33;"00:12";;;"8";21790;"5,9";"1,7";"0,77";""
"15/02/23";17:18;17:33;"00:15";;;"7";21797;"7,6";"1,7";"0,9";""
"16/02/23";07:31;07:44;"00:12";;;"8";21805;"6,4";"1,7";"0,84";""
"16/02/23";17:16;17:29;"00:13";;;"7";21812;"7,6";"1,7";"0,9";""
"17/02/23";07:32;07:44;"00:12";;;"8";21819;"5,9";"1,7";"0,77";""
"17/02/23";17:19;17:33;"00:14";;;"7";21826;"8";"1,7";"0,94";""
"17/02/23";19:16;19:29;"00:13";;;"5";21831;"7";"1,7";"0,63";""
"17/02/23";22:20;22:33;"00:13";;;"5";21837;"6,2";"1,7";"0,56";""
"19/02/23";11:51;12:50;"00:59";;;"52";21888;"5";"1,7";"4,35";""
"19/02/23";16:24;17:05;"00:41";;;"36";21924;"5,2";"1,7";"3,13";""
"19/02/23";21:11;21:35;"00:24";;;"16";21940;"5,6";"1,7";"1,53";""
"20/02/23";07:27;07:39;"00:12";;;"8";21948;"6,1";"1,7";"0,8";""
"20/02/23";17:17;17:31;"00:14";;;"7";21955;"7,7";"1,7";"0,9";""
"21/02/23";07:50;08:02;"00:12";;;"8";21963;"6,4";"1,7";"0,84";""
"21/02/23";17:16;17:27;"00:11";;;"7";21970;"8,4";"1,7";"1,01";""
"22/02/23";07:30;07:44;"00:14";;;"8";21977;"5,9";"1,7";"0,77";""
"22/02/23";17:42;17:56;"00:14";;;"7";21984;"8";"1,7";"0,94";""
"23/02/23";07:23;07:36;"00:13";;;"8";21992;"5,9";"1,7";"0,77";""
"23/02/23";17:16;17:29;"00:13";;;"7";21999;"8,2";"1,7";"0,97";""
"24/02/23";07:23;07:36;"00:13";;;"8";22007;"6,1";"1,7";"0,8";""
"24/02/23";17:17;17:34;"00:17";;;"7";22014;"8,5";"1,7";"1,01";""
"25/02/23";14:23;14:51;"00:28";;;"16";22030;"4,7";"1,7";"1,32";""
"25/02/23";21:38;22:04;"00:25";;;"16";22046;"6,2";"1,7";"1,7";""
"27/02/23";07:30;07:42;"00:12";;;"8";22054;"6,1";"1,7";"0,8";""
"27/02/23";17:15;17:20;"00:05";;;"4";22058;"9,7";"1,7";"0,59";""
"27/02/23";17:24;17:34;"00:10";;;"4";22061;"6,5";"1,7";"0,42";""
"28/02/23";07:31;07:43;"00:12";;;"8";22069;"6,4";"1,71";"0,84";""
"28/02/23";18:11;18:25;"00:14";;;"7";22076;"7,6";"1,71";"0,91";""
